frame,image,acq_us,submit_us,present_us
2410,2,16288,111,70
2411,3,16758,105,80
2412,0,16022,128,66
2413,1,17253,104,75
2414,2,16484,113,83
2415,3,15749,127,81
2416,0,16492,102,61
2417,1,16594,109,71
2418,2,16585,103,73
2419,3,16275,119,60
2420,0,17001,103,61
2421,1,16367,159,112
2422,2,16264,104,90
2423,3,15671,115,71
2424,0,52817,110,71
2425,1,2770,97,55
2426,2,27914,177,92
2427,3,15203,112,58
2428,0,16497,174,77
2429,1,16028,107,66
2430,2,17091,149,98
2431,3,16307,103,75
2432,0,16402,168,123
2433,1,16037,162,118
2434,2,16349,182,80
2435,3,16647,163,96
2436,0,15924,142,96
2437,1,16572,143,119
2438,2,17320,111,73
2439,3,14509,118,71
2440,0,16884,195,113
2441,1,15380,154,80
2442,2,16263,186,89
2443,3,16065,107,83
2444,0,17004,190,93
2445,1,15419,124,69
2446,2,16925,163,92
2447,3,16159,120,71
2448,0,16679,145,92
2449,1,15948,177,78
2450,2,16850,117,78
2451,3,16041,116,69
2452,0,16677,112,69
2453,1,16146,105,63
2454,2,16275,110,64
2455,3,16313,103,63
2456,0,16437,121,98
2457,1,16107,115,85
2458,2,16518,116,61
2459,3,16312,103,65
2460,0,15938,110,77
2461,1,16269,105,77
2462,2,15823,135,86
2463,3,16561,122,61
2464,0,16383,135,80
2465,1,16236,134,73
2466,2,16204,113,66
2467,3,16409,110,61
2468,0,16672,143,102
2469,1,16451,103,60
2470,2,16429,129,93
2471,3,16517,113,64
2472,0,17152,111,66
2473,1,16824,106,64
2474,2,16589,124,79
2475,3,16085,136,68
2476,0,15958,125,105
2477,1,15866,105,62
2478,2,15998,141,94
2479,3,16436,107,62
2480,0,16934,140,73
2481,1,16082,133,111
2482,2,53928,144,105
2483,3,50612,142,87
2484,0,2813,134,78
2485,1,23848,181,107
2486,2,16500,112,81
2487,3,16557,279,139
2488,0,15816,142,111
2489,1,16503,119,69
2490,2,16435,117,84
2491,3,16756,114,67
2492,0,16128,110,90
2493,1,15921,109,68
2494,2,15959,108,65
2495,3,16618,135,66
2496,0,16278,141,81
2497,1,15937,112,67
2498,2,16456,126,72
2499,3,16232,119,69
2500,0,16005,151,95
2501,1,16775,114,63
2502,2,16668,139,66
2503,3,16570,109,91
2504,0,16105,132,67
2505,1,16126,149,76
2506,2,16156,107,69
2507,3,16785,142,88
2508,0,16169,138,82
2509,1,16571,112,71
2510,2,16135,184,106
2511,3,16332,150,112
2512,0,16083,121,74
2513,1,16643,134,82
2514,2,16065,109,66
2515,3,16783,109,75
2516,0,15630,126,89
2517,1,16474,145,99
2518,2,16114,123,91
2519,3,16627,124,122
2520,0,16289,122,67
2521,1,16609,180,101
2522,2,15988,148,96
2523,3,16795,109,71
2524,0,16026,133,83
2525,1,16643,146,94
2526,2,16079,135,109
2527,3,15989,195,93
2528,0,16140,111,65
2529,1,16146,118,73
2530,2,16393,130,69
2531,3,16312,146,126
2532,0,16015,113,66
2533,1,16285,107,85
2534,2,16478,108,67
2535,3,16352,146,90
2536,0,16417,137,83
2537,1,16754,225,150
2538,2,58680,137,85
2539,3,3266,118,65
2540,0,20010,237,96
2541,1,16556,320,108
2542,2,15525,123,74
2543,3,16415,181,75
2544,0,16292,144,83
2545,1,16185,181,71
2546,2,16492,118,81
2547,3,15926,119,62
2548,0,16484,118,96
2549,1,16223,232,114
2550,2,16351,137,89
2551,3,16212,125,85
2552,0,16163,141,137
2553,1,16240,125,83
2554,2,16353,132,86
2555,3,16213,130,78
2556,0,16296,175,110
2557,1,16295,132,84
2558,2,16482,152,117
2559,3,16280,138,78
2560,0,16010,111,70
2561,1,17348,117,63
2562,2,15412,174,97
2563,3,16198,165,83
2564,0,16231,150,155
2565,1,16615,120,90
2566,2,16183,140,118
2567,3,15968,113,60
2568,0,17427,146,118
2569,1,16502,135,82
2570,2,16565,125,73
2571,3,16236,121,67
2572,0,16288,117,63
2573,1,16233,165,70
2574,2,16346,112,92
2575,3,16045,123,73
2576,0,16544,130,82
2577,1,16183,134,92
2578,2,16280,148,74
2579,3,16200,114,80
2580,0,16267,109,79
2581,1,16497,147,78
2582,2,16318,128,74
2583,3,16159,113,58
2584,0,16520,106,77
2585,1,16386,110,59
2586,2,16254,101,63
2587,3,16398,99,59
2588,0,16362,108,62
2589,1,16501,151,117
2590,2,15988,106,67
2591,3,16407,116,59
2592,0,16369,136,90
2593,1,16279,101,64
2594,2,16195,112,69
2595,3,16798,228,87
2596,0,51738,115,69
2597,1,2857,100,55
2598,2,27636,134,107
2599,3,16364,104,79
2600,0,16055,106,64
2601,1,16445,118,78
2602,2,16314,102,62
2603,3,16401,138,81
2604,0,16185,128,79
2605,1,16126,124,78
2606,2,16545,138,77
2607,3,16368,105,82
2608,0,16303,103,63
2609,1,16245,103,80
2610,2,16232,118,84
2611,3,16885,122,123
2612,0,16032,106,61
2613,1,16119,110,70
2614,2,16394,110,63
2615,3,16193,124,68
2616,0,16524,134,112
2617,1,16865,146,107
2618,2,15587,114,69
2619,3,15981,104,68
2620,0,16289,102,63
2621,1,16582,105,76
2622,2,16401,131,93
2623,3,16508,160,103
2624,0,16149,100,57
2625,1,16101,195,119
2626,2,16183,102,65
2627,3,18023,134,84
2628,0,16097,161,59
2629,1,16811,145,105
2630,2,16300,104,82
2631,3,16390,105,68
2632,0,16022,105,78
2633,1,16072,135,100
2634,2,16489,127,68
2635,3,15970,134,110
2636,0,16567,111,63
2637,1,16358,146,109
2638,2,17206,113,63
2639,3,16739,111,66
2640,0,16585,104,61
2641,1,16373,150,90
2642,2,16135,136,80
2643,3,15620,189,98
2644,0,16499,122,62
2645,1,16746,206,143
2646,2,16101,128,69
2647,3,16438,142,70
2648,0,15337,133,81
2649,1,17319,259,145
2650,2,15439,139,85
2651,3,16996,277,116
2652,0,16150,140,69
2653,1,15647,138,97
2654,2,51966,112,63
2655,3,2979,116,61
2656,0,27843,120,102
2657,1,13070,119,66
2658,2,17069,130,74
2659,3,15988,144,93
2660,0,16688,111,67
2661,1,15868,101,63
2662,2,16990,99,60
2663,3,16481,118,65
2664,0,16497,102,62
2665,1,16314,115,80
2666,2,16377,101,61
2667,3,16480,104,68
2668,0,16461,97,80
2669,1,16369,167,84
2670,2,16784,114,78
2671,3,16631,146,71
2672,0,15947,156,72
2673,1,16629,156,68
2674,2,15888,131,95
2675,3,16913,155,66
2676,0,16047,125,62
2677,1,16999,139,85
2678,2,15864,166,72
2679,3,16372,134,90
2680,0,16051,105,65
2681,1,16449,136,87
2682,2,16085,126,62
2683,3,15257,158,84
2684,0,17097,169,70
2685,1,16756,207,121
2686,2,15643,147,80
2687,3,16379,187,78
2688,0,15353,154,90
2689,1,16147,214,117
2690,2,17717,136,78
2691,3,15515,109,68
2692,0,16011,103,61
2693,1,15612,141,83
2694,2,16372,122,80
2695,3,16298,110,66
2696,0,16319,106,77
2697,1,16363,112,66
2698,2,16195,106,75
2699,3,16493,142,93
2700,0,15889,147,66
2701,1,16471,125,73
2702,2,16875,121,65
2703,3,16507,109,69
2704,0,16339,105,65
2705,1,16230,130,82
2706,2,16169,105,62
2707,3,16543,103,59
2708,0,16401,118,69
2709,1,16352,103,64
2710,2,16446,133,88
2711,3,16159,105,78
2712,0,53357,122,62
2713,1,3533,96,54
2714,2,25825,106,59
2715,3,12944,107,62
2716,0,17609,146,67
2717,1,15216,126,84
2718,2,16266,129,81
2719,3,16325,103,61
2720,0,16375,97,70
2721,1,16135,119,59
2722,2,16271,103,58
2723,3,16297,99,71
2724,0,16585,128,85
2725,1,16450,107,59
2726,2,16457,102,60
2727,3,16111,120,65
2728,0,16516,118,92
2729,1,16354,107,65
2730,2,16264,133,86
2731,3,16428,108,64
2732,0,15979,102,78
2733,1,16516,111,66
2734,2,16308,100,59
2735,3,16423,120,68
2736,0,16258,112,61
2737,1,16484,131,86
2738,2,16510,100,78
2739,3,16148,134,86
2740,0,16147,101,59
2741,1,16528,112,96
2742,2,16397,103,60
2743,3,16515,133,86
2744,0,16074,99,57
2745,1,16339,123,89
2746,2,16304,102,56
2747,3,16672,120,65
2748,0,16007,98,59
2749,1,16591,131,83
2750,2,16256,99,74
2751,3,16284,105,61
2752,0,16532,127,77
2753,1,16204,107,62
2754,2,16244,103,58
2755,3,17125,129,81
2756,0,15836,100,69
2757,1,16201,127,78
2758,2,16621,94,56
2759,3,16137,103,60
2760,0,16376,98,64
2761,1,16140,115,59
2762,2,16334,96,58
2763,3,16595,101,65
2764,0,16364,112,64
2765,1,16337,102,74
2766,2,16249,99,58
2767,3,16622,103,62
2768,0,16273,99,59
2769,1,16389,129,82
2770,2,53744,140,83
2771,3,2560,91,50
2772,0,27148,181,74
2773,1,14574,128,85
2774,2,16390,95,62
2775,3,16283,126,108
2776,0,16259,97,58
2777,1,16335,102,58
2778,2,16294,99,60
2779,3,16433,122,86
2780,0,16517,98,59
2781,1,16330,96,67
2782,2,16340,103,61
2783,3,16321,102,59
2784,0,16442,123,69
2785,1,16142,99,59
2786,2,16435,131,82
2787,3,16288,100,58
2788,0,16516,105,60
2789,1,16433,98,57
2790,2,16399,156,95
2791,3,16371,132,81
2792,0,16358,114,67
2793,1,16298,110,70
2794,2,16153,121,67
2795,3,16493,97,59
2796,0,16309,131,90
2797,1,16320,109,68
2798,2,16488,159,121
2799,3,16726,206,98
2800,0,15701,126,84
2801,1,16209,163,101
2802,2,16771,104,67
2803,3,15900,116,77
2804,0,16620,124,81
2805,1,16519,268,144
2806,2,15799,134,90
2807,3,16416,115,65
2808,0,16550,107,74
2809,1,16025,120,74
2810,2,16537,135,100
2811,3,16815,222,112
2812,0,15168,120,67
2813,1,16507,103,67
2814,2,16174,101,66
2815,3,16349,129,64
2816,0,16130,102,64
2817,1,16439,141,63
2818,2,16434,111,65
2819,3,16272,97,90
2820,0,16122,98,60
2821,1,16370,104,61
2822,2,16314,96,58
2823,3,16302,99,64
2824,0,16440,108,66
2825,1,16134,100,66
2826,2,16428,97,62
2827,3,16430,103,79
2828,0,55051,111,61
2829,1,3228,90,50
2830,2,24769,130,76
2831,3,15984,158,84
2832,0,16557,130,87
2833,1,16552,125,61
2834,2,15604,96,70
2835,3,16105,100,57
2836,0,16685,125,56
2837,1,16056,98,55
2838,2,16559,96,57
2839,3,16423,114,66
2840,0,16538,109,56
2841,1,16208,94,58
2842,2,16518,96,63
2843,3,16332,150,80
2844,0,16259,96,61
2845,1,16601,160,88
2846,2,15818,107,58
2847,3,17123,154,81
2848,0,16092,147,71
2849,1,16454,152,92
2850,2,15955,136,67
2851,3,16533,185,89
2852,0,16189,130,69
2853,1,16370,134,92
2854,2,15916,121,72
2855,3,16263,146,57
2856,0,16554,99,60
2857,1,16324,146,75
2858,2,15891,115,58
2859,3,17352,185,77
2860,0,16453,204,104
2861,1,15182,143,72
2862,2,16268,98,61
2863,3,16544,136,70
2864,0,16548,141,74
2865,1,15783,150,75
2866,2,16623,135,82
2867,3,16138,143,83
2868,0,16814,138,126
2869,1,15762,132,65
2870,2,16721,99,79
2871,3,16506,104,81
2872,0,16317,103,60
2873,1,16289,103,61
2874,2,16125,128,72
2875,3,16092,103,58
2876,0,15915,93,57
2877,1,16527,117,60
2878,2,16307,94,59
2879,3,16269,96,58
2880,0,16370,98,69
2881,1,16509,105,60
2882,2,16156,128,74
2883,3,16365,95,59
2884,0,16260,96,58
2885,1,16245,105,61
2886,2,59746,144,83
2887,3,3290,119,86
2888,0,18526,110,61
2889,1,16340,106,59
2890,2,27937,133,65
2891,3,4697,108,59
2892,0,16362,108,61
2893,1,16674,113,58
2894,2,15769,109,63
2895,3,16558,124,69
2896,0,31465,228,132
2897,1,2705,95,55
2898,2,32981,206,128
2899,3,13087,218,97
2900,0,16895,157,81
2901,1,16324,258,137
2902,2,16866,152,97
2903,3,16419,146,71
2904,0,15310,129,102
2905,1,16234,140,86
2906,2,16388,119,73
2907,3,16493,150,85
2908,0,16043,191,96
2909,1,17194,134,69
2910,2,15185,168,75
2911,3,16379,161,78
2912,0,21728,175,94
2913,1,10473,135,68
2914,2,17892,228,129
2915,3,14936,170,88
2916,0,15052,120,91
2917,1,17200,110,67
2918,2,16859,129,79
2919,3,17778,119,76
2920,0,32888,166,105
2921,1,15315,128,68
2922,2,17841,109,70
2923,3,14071,151,82
2924,0,16312,140,90
2925,1,15739,150,80
2926,2,16118,126,89
2927,3,17216,142,73
2928,0,16017,134,66
2929,1,16230,144,97
2930,2,16747,144,72
2931,3,16100,123,71
2932,0,16668,138,79
2933,1,16027,111,67
2934,2,16406,152,73
2935,3,16602,121,73
2936,0,16301,131,84
2937,1,16800,176,73
2938,2,17308,116,73
2939,3,14745,151,87
2940,0,16881,139,116
2941,1,16060,149,89
2942,2,60922,116,59
2943,3,4209,117,59
2944,0,16378,119,93
2945,1,16851,167,92
2946,2,16128,124,73
2947,3,17496,227,165
2948,0,16489,376,218
2949,1,15160,170,91
2950,2,17004,176,101
2951,3,16098,115,69
2952,0,15464,135,60
2953,1,15410,132,62
2954,2,16144,206,144
2955,3,17134,145,67
2956,0,15805,151,72
2957,1,17178,202,97
2958,2,15993,160,83
2959,3,16672,111,78
2960,0,15514,142,73
2961,1,16317,124,65
2962,2,15956,119,69
2963,3,16945,137,74
2964,0,17929,145,86
2965,1,15838,127,72
2966,2,15171,196,95
2967,3,16834,146,82
2968,0,16786,150,94
2969,1,15267,113,65
2970,2,16086,116,65
2971,3,15811,151,70
2972,0,16341,108,76
2973,1,16661,139,96
2974,2,16423,139,66
2975,3,16461,110,68
2976,0,15792,111,66
2977,1,16380,138,72
2978,2,16070,137,97
2979,3,17312,107,63
2980,0,16125,121,65
2981,1,16381,110,64
2982,2,16290,123,58
2983,3,16277,128,98
2984,0,16515,130,85
2985,1,16134,102,61
2986,2,16213,105,58
2987,3,16656,137,83
2988,0,17305,173,91
2989,1,16160,276,100
2990,2,16213,448,138
2991,3,15860,206,82
2992,0,16071,192,147
2993,1,16212,176,100
2994,2,15548,123,73
2995,3,16154,138,81
2996,0,16284,142,82
2997,1,16592,129,75
2998,2,16942,297,172
2999,3,14961,115,60
3000,0,62075,132,65
3001,1,4235,129,99
3002,2,19234,199,121
3003,3,13742,123,64
3004,0,16532,191,106
3005,1,16118,171,101
3006,2,16125,156,86
3007,3,16625,174,91
3008,0,17321,171,120
3009,1,32138,195,75
3010,2,15843,190,122
3011,3,16059,263,151
3012,0,15487,118,91
3013,1,24568,325,170
3014,2,8231,184,119
3015,3,15738,153,91
3016,0,16121,167,97
3017,1,17700,152,109
3018,2,15843,171,103
3019,3,33081,271,112
3020,0,21437,345,126
3021,1,10141,113,67
3022,2,15964,123,96
3023,3,16582,124,70
3024,0,16947,169,107
3025,1,16120,121,70
3026,2,34291,288,137
3027,3,12153,176,105
3028,0,16332,154,92
3029,1,15575,141,93
3030,2,16607,186,111
3031,3,17145,185,116
3032,0,38384,247,96
3033,1,10307,154,73
3034,2,35024,127,80
3035,3,33850,167,111
3036,0,40952,155,104
3037,1,21341,186,127
3038,2,16908,181,94
3039,3,15517,217,120
3040,0,14803,162,79
3041,1,16643,180,138
3042,2,17777,156,96
3043,3,31027,132,88
3044,0,15731,176,100
3045,1,16261,174,109
3046,2,18909,187,118
3047,3,14565,199,106
3048,0,19667,135,69
3049,1,74156,132,68
3050,2,4936,139,101
3051,3,17541,108,66
3052,0,16278,116,67
3053,1,14575,112,67
3054,2,12663,116,67
3055,3,15056,113,66
3056,0,16366,111,65
3057,1,16456,111,64
3058,2,19829,154,87
3059,3,12581,129,87
3060,0,16713,119,63
3061,1,15791,109,65
3062,2,16241,111,71
3063,3,16285,145,71
3064,0,16471,111,66
3065,1,16240,109,65
3066,2,16098,136,102
3067,3,16155,135,84
3068,0,16081,115,66
3069,1,16591,142,93
3070,2,16194,123,64
3071,3,16672,124,89
3072,0,16338,133,64
3073,1,16078,153,84
3074,2,16072,98,59
3075,3,16448,117,70
3076,0,16214,98,60
3077,1,16436,96,62
3078,2,16386,106,67
3079,3,15920,99,60
3080,0,16523,101,61
3081,1,16343,106,60
3082,2,16403,98,61
3083,3,16306,121,66
3084,0,16395,103,59
3085,1,16324,109,58
3086,2,16338,98,78
3087,3,16332,103,61
3088,0,16349,98,60
3089,1,16345,112,72
3090,2,16376,101,59
3091,3,16420,96,60
3092,0,16702,106,64
3093,1,16374,149,73
3094,2,16536,205,78
3095,3,16609,278,131
3096,0,16036,123,71
3097,1,17234,166,88
3098,2,15338,249,116
3099,3,16156,241,123
3100,0,15891,120,105
3101,1,16064,156,90
3102,2,21161,164,112
3103,3,11737,114,65
3104,0,16440,130,71
3105,1,16388,124,73
3106,2,15932,126,72
3107,3,56537,162,138
3108,0,47664,157,71
3109,1,2591,178,84
3110,2,30669,127,68
3111,3,10722,129,62
3112,0,15900,116,69
3113,1,16327,132,63
3114,2,16240,110,69
3115,3,16251,103,62
3116,0,16141,113,63
3117,1,16480,112,63
3118,2,15954,113,62
3119,3,25053,151,79
3120,0,21825,115,64
3121,1,16631,106,61
3122,2,16522,115,65
3123,3,16477,118,61
3124,0,16556,176,67
3125,1,16080,113,76
3126,2,15986,99,70
3127,3,16421,99,71
3128,0,15931,114,58
3129,1,16587,106,66
3130,2,16332,101,58
3131,3,16136,130,59
3132,0,16268,114,59
3133,1,16464,100,60
3134,2,16190,106,60
3135,3,16493,139,67
3136,0,16358,99,70
3137,1,16141,129,60
3138,2,16313,121,58
3139,3,16296,110,62
3140,0,16203,116,58
3141,1,16558,105,63
3142,2,15900,98,58
3143,3,16686,94,56
3144,0,16256,96,58
3145,1,16402,109,71
3146,2,16269,112,56
3147,3,16707,114,72
3148,0,15907,126,79
3149,1,16460,125,65
3150,2,16394,97,60
3151,3,16381,97,59
3152,0,16160,100,60
3153,1,16557,116,78
3154,2,16422,130,65
3155,3,16005,97,59
3156,0,16433,100,60
3157,1,16304,124,61
3158,2,16170,103,59
3159,3,16602,114,65
3160,0,16316,98,57
3161,1,16219,97,59
3162,2,55882,138,87
3163,3,9781,101,57
3164,0,16819,103,68
3165,1,16464,99,58
3166,2,15892,98,58
3167,3,16410,100,60
3168,0,16243,103,63
3169,1,16436,100,64
3170,2,16086,98,60
3171,3,16680,97,59
3172,0,16043,113,58
3173,1,16444,100,58
3174,2,16366,96,59
3175,3,16495,99,59
3176,0,16206,108,56
3177,1,16422,103,59
3178,2,16548,94,57
3179,3,16215,95,59
3180,0,16438,97,59
3181,1,16485,107,55
3182,2,16403,93,84
3183,3,16213,97,57
3184,0,16506,97,61
3185,1,16197,94,57
3186,2,16460,99,59
3187,3,16200,95,73
3188,0,16711,97,83
3189,1,16204,95,58
3190,2,16202,94,81
3191,3,16302,120,56
3192,0,16540,105,63
3193,1,16098,97,58
3194,2,16585,99,57
3195,3,16473,106,58
3196,0,16225,108,57
3197,1,16225,97,60
3198,2,16240,154,60
3199,3,16177,129,61
3200,0,16438,111,60
3201,1,16306,159,60
3202,2,26485,118,76
3203,3,16045,105,58
3204,0,16632,93,55
3205,1,16847,95,58
3206,2,15869,93,56
3207,3,16486,95,55
3208,0,16079,101,57
3209,1,16358,100,57
3210,2,16426,106,67
3211,3,16429,123,57
3212,0,16319,109,57
3213,1,16406,115,58
3214,2,16364,98,55
3215,3,16408,93,56
3216,0,16432,110,57
3217,1,16593,103,84
3218,2,15896,93,57
3219,3,52851,119,77
3220,0,3255,99,58
3221,1,26818,162,84
3222,2,15865,120,80
3223,3,16733,114,78
3224,0,16184,111,75
3225,1,16322,93,56
3226,2,16288,95,99
3227,3,16709,192,153
3228,0,15679,93,56
3229,1,16695,110,58
3230,2,16387,91,56
3231,3,16153,111,55
3232,0,16365,92,57
3233,1,16698,162,128
3234,2,16051,96,56
3235,3,16341,102,52
3236,0,16542,98,56
3237,1,16260,115,56
3238,2,16690,91,54
3239,3,16305,116,72
3240,0,16100,103,58
3241,1,16665,94,90
3242,2,16167,97,55
3243,3,16436,106,79
3244,0,16489,93,54
3245,1,16636,119,71
3246,2,16217,94,55
3247,3,16322,119,59
3248,0,16445,94,53
3249,1,16429,96,56
3250,2,16438,95,55
3251,3,16274,120,73
3252,0,16430,102,57
3253,1,16306,93,57
3254,2,16410,93,57
3255,3,16346,105,55
3256,0,16371,94,54
3257,1,16479,119,73
3258,2,16485,93,56
3259,3,16207,95,55
3260,0,16451,95,56
3261,1,19816,94,57
3262,2,16235,94,56
3263,3,16182,119,73
3264,0,16625,101,59
3265,1,16287,90,52
3266,2,16270,110,73
3267,3,16433,94,58
3268,0,16508,122,63
3269,1,16343,140,108
3270,2,16310,124,66
3271,3,16372,123,60
3272,0,16007,118,77
3273,1,16420,122,77
3274,2,16357,116,79
3275,3,16215,131,56
3276,0,16383,107,58
3277,1,50986,91,55
3278,2,3169,98,57
3279,3,28241,124,54
3280,0,16356,129,58
3281,1,16204,96,66
3282,2,16396,111,55
3283,3,16226,101,57
3284,0,16314,111,58
3285,1,16375,92,54
3286,2,16546,104,57
3287,3,16405,123,72
3288,0,16244,118,77
3289,1,16279,120,74
3290,2,16747,98,67
3291,3,15972,125,69
3292,0,16461,124,80
3293,1,16193,148,79
3294,2,16238,113,80
3295,3,16484,116,77
3296,0,16218,130,80
3297,1,16236,126,73
3298,2,16461,111,77
3299,3,16267,127,79
3300,0,16296,122,75
3301,1,16333,114,80
3302,2,16213,120,61
3303,3,16267,109,56
3304,0,16344,142,60
3305,1,16369,114,67
3306,2,16307,107,56
3307,3,16126,116,56
3308,0,16553,116,89
3309,1,16380,121,69
3310,2,16381,110,78
3311,3,16288,132,74
3312,0,16201,122,77
3313,1,16081,140,68
3314,2,16678,120,74
3315,3,16226,146,83
3316,0,16401,123,67
3317,1,15974,120,82
3318,2,16531,115,83
3319,3,16226,130,63
3320,0,17799,124,82
3321,1,16332,151,79
3322,2,16223,120,72
3323,3,16187,104,64
3324,0,16131,134,67
3325,1,16635,104,67
3326,2,16209,102,62
3327,3,16504,147,91
3328,0,16232,102,64
3329,1,16258,133,68
3330,2,16176,102,65
3331,3,16399,102,64
3332,0,16237,113,64
3333,1,16370,101,66
3334,2,16648,128,65
3335,3,55653,100,63
3336,0,3467,110,78
3337,1,23255,146,62
3338,2,16076,232,155
3339,3,15306,105,63
3340,0,15904,188,94
3341,1,16639,114,62
3342,2,16269,101,64
3343,3,15698,104,66
3344,0,16532,133,89
3345,1,16464,100,65
3346,2,15905,103,67
3347,3,16148,117,66
3348,0,16497,124,83
3349,1,16157,101,67
3350,2,16957,175,142
3351,3,16700,102,73
3352,0,15373,133,75
3353,1,16184,100,64
3354,2,16220,101,66
3355,3,16280,135,65
3356,0,16498,177,125
3357,1,16205,103,67
3358,2,16180,99,64
3359,3,16327,99,79
3360,0,16596,121,73
3361,1,16503,128,80
3362,2,16215,97,57
3363,3,16240,153,80
3364,0,15751,117,59
3365,1,16654,133,58
3366,2,16254,151,65
3367,3,16410,100,62
3368,0,16329,134,58
3369,1,16253,125,59
3370,2,16203,99,59
3371,3,16448,116,74
3372,0,16363,120,60
3373,1,16320,98,60
3374,2,16703,100,58
3375,3,15994,126,68
3376,0,16068,151,79
3377,1,16404,129,72
3378,2,16404,133,61
3379,3,16445,140,67
3380,0,16236,145,89
3381,1,16207,143,65
3382,2,16351,132,67
3383,3,16400,146,66
3384,0,16172,104,65
3385,1,16300,97,60
3386,2,16365,126,62
3387,3,16224,155,102
3388,0,15981,125,64
3389,1,16561,114,59
3390,2,16364,100,59
3391,3,16544,134,63
3392,0,16417,139,87
3393,1,55278,104,61
3394,2,3085,131,54
3395,3,24102,102,61
3396,0,16363,141,79
3397,1,16285,126,80
3398,2,16431,118,66
3399,3,16430,127,77
3400,0,15989,131,79
3401,1,16374,157,86
3402,2,16270,129,92
3403,3,16194,128,88
3404,0,16476,128,79
3405,1,16376,137,77
3406,2,16300,104,67
3407,3,16309,100,61
3408,0,16809,128,67
3409,1,15731,98,68
3410,2,16325,101,65
3411,3,16307,132,66
3412,0,16368,128,63
3413,1,16265,131,82
3414,2,16305,135,68
3415,3,16343,139,63
3416,0,16460,136,66
3417,1,16467,100,57
3418,2,16135,103,60
3419,3,16585,112,60
3420,0,16349,119,61
3421,1,16481,95,58
3422,2,16251,106,58
3423,3,16428,100,59
3424,0,16244,141,56
3425,1,16318,130,59
3426,2,16673,136,53
3427,3,16358,95,55
3428,0,16237,127,59
3429,1,16486,127,78
3430,2,16196,117,71
3431,3,16539,147,58
3432,0,16409,128,54
3433,1,16593,110,58
3434,2,16237,118,58
3435,3,16032,133,57
3436,0,16321,124,69
3437,1,16529,133,59
3438,2,16833,140,61
3439,3,16853,131,66
3440,0,15777,112,58
3441,1,16299,111,56
3442,2,16353,129,56
3443,3,16196,114,60
3444,0,16325,106,58
3445,1,16671,106,59
3446,2,16320,108,68
3447,3,16301,100,64
3448,0,16367,106,64
3449,1,16162,112,63
3450,2,16406,116,64
3451,3,52655,140,60
3452,0,2945,95,50
3453,1,27391,96,59
3454,2,13544,127,63
3455,3,16424,113,82
3456,0,16383,97,56
3457,1,16091,114,57
3458,2,16385,104,58
3459,3,16234,121,57
3460,0,16480,125,57
3461,1,16518,132,129
3462,2,16476,122,67
3463,3,16031,118,80
3464,0,16332,119,64
3465,1,16448,136,97
3466,2,16294,121,60
3467,3,16383,95,54
3468,0,16354,97,58
3469,1,16473,94,56
3470,2,16305,92,55
3471,3,16319,107,57
3472,0,16521,115,55
3473,1,16446,97,65
3474,2,16364,98,72
3475,3,16204,92,55
3476,0,16283,127,70
3477,1,16367,94,57
3478,2,16413,93,54
3479,3,16727,107,57
3480,0,16091,96,58
3481,1,16244,95,57
3482,2,16278,113,56
3483,3,16435,97,60
3484,0,16324,97,60
3485,1,16634,93,57
3486,2,16324,122,59
3487,3,16024,103,56
3488,0,16324,111,60
3489,1,16439,97,58
3490,2,16380,95,58
3491,3,16537,94,58
3492,0,16206,118,61
3493,1,16312,96,56
3494,2,16377,109,56
3495,3,16464,101,60
3496,0,16303,100,59
3497,1,16676,96,57
3498,2,16194,114,60
3499,3,16318,95,57
3500,0,16210,98,74
3501,1,16413,130,58
3502,2,16351,95,56
3503,3,16574,129,87
3504,0,15927,120,75
3505,1,16611,124,62
3506,2,16272,113,58
3507,3,16517,96,59
3508,0,16275,99,56
3509,1,55918,116,56
3510,2,3568,89,49
3511,3,23291,170,104
3512,0,16007,118,75
3513,1,16295,121,71
3514,2,16274,117,72
3515,3,16419,118,66
3516,0,16360,119,66
3517,1,16414,122,88
3518,2,15981,118,65
3519,3,16525,137,74
3520,0,16377,116,66
3521,1,16245,140,65
3522,2,16292,144,67
3523,3,16353,99,63
3524,0,16345,121,63
3525,1,16450,101,82
3526,2,16604,157,82
3527,3,16206,99,64
3528,0,16396,111,57
3529,1,16135,93,58
3530,2,16302,98,55
3531,3,16485,101,59
3532,0,16797,133,64
3533,1,15914,98,57
3534,2,16305,102,59
3535,3,16339,96,58
3536,0,16383,122,60
3537,1,16506,115,72
3538,2,16558,129,87
3539,3,15815,97,64
3540,0,16505,123,63
3541,1,16307,124,60
3542,2,16362,98,56
3543,3,16381,117,58
3544,0,16401,114,65
3545,1,16165,94,56
3546,2,16447,96,56
3547,3,16353,93,57
3548,0,16395,94,55
3549,1,16464,103,68
3550,2,16585,115,62
3551,3,15908,110,58
3552,0,16545,129,98
3553,1,16104,94,56
3554,2,16438,98,60
3555,3,16348,128,81
3556,0,16161,137,67
3557,1,16603,96,60
